summons_number,plate_id,registration_state,plate_type,issue_date,violation_code,vehicle_body_type,vehicle_make,issuing_agency,street_code1,street_code2,street_code3,vehicle_expiration_date,violation_location,violation_precinct,issuer_precinct,issuer_code,issuer_command,issuer_squad,violation_time,violation_county,violation_in_front_of_or,house_number,street_name,date_first_observed,law_section,sub_division,days_parking_in_effect,vehicle_color,vehicle_year,feet_from_curb,violation_post_code,violation_description,intersecting_street,from_hours_in_effect,to_hours_in_effect,unregistered_vehicle,meter_number,violation_legal_code,time_first_observed
4853728119,KHM1921,NY,PAS,2023-07-22T00:00:00.000,36,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0400P,QN,,,WB ASTORIA BLVD N @,0,1180,B,,WH,2022,0,,PHTO SCHOOL ZN SPEED VIOLATION,42ND ST,,,,,T,
9068431006,KNN5182,NY,PAS,2023-07-18T00:00:00.000,21,SUBN,FORD,T,8640,28790,7540,20240714,114,114,114,352994,T401,I,0938A,Q,O,25-90,35th St,0,408,D1,Y  Y,BL,2022,0,,21-No Parking (street clean),,0930A,1100A,,,,
9060774218,KYF6069,NY,PAS,2023-07-14T00:00:00.000,50,4DSD,FORD,T,0,0,0,20241010,114,114,114,376153,T401,D,0944A,Q,I,W,Newtown Rd,0,408,E5,YYYYYYY,RD,2004,0,,50-Crosswalk,0ft S/of 42nd St,,,,,,
4853367263,JPD3875,NY,PAS,2023-07-23T00:00:00.000,36,PICK,GMC,V,0,0,0,0,,0,0,0,,,0235P,QN,,,SB WILLETS POINT BLV,0,1180,B,,BK,2020,0,,PHTO SCHOOL ZN SPEED VIOLATION,D @ 17TH AVE,,,,,T,
4848206455,HUD4336,NY,PAS,2023-06-25T00:00:00.000,36,SUBN,JEEP,V,0,13665,0,0,,0,0,0,,,1013A,QN,,,EB QUEENS BLVD @ 63R,0,1180,B,,BK,2020,0,,PHTO SCHOOL ZN SPEED VIOLATION,D RD,,,,,T,
4853002856,GTX5502,NY,PAS,2023-07-20T00:00:00.000,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0158P,BK,,,SB OCEAN PKWY @ OCEA,0,1180,B,,GY,2014,0,,PHTO SCHOOL ZN SPEED VIOLATION,N CT,,,,,T,
4849482065,JGY4817,NY,PAS,2023-07-04T00:00:00.000,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0330P,QN,,,NB CROSS BAY BLVD @,0,1180,B,,BK,2019,0,,PHTO SCHOOL ZN SPEED VIOLATION,159TH AVE,,,,,T,
4853229942,KZH7127,NY,PAS,2023-07-22T00:00:00.000,36,SUBN,NISSA,V,10210,40404,40404,0,,0,0,0,,,0619A,BK,,,NB 3RD AVE @ 13TH ST,0,1180,B,,BL,2019,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,,,T,
9064872260,JBS8816,NY,PAS,2023-07-24T00:00:00.000,21,4DSD,VOLKS,T,86530,5430,5580,20240729,78,78,78,376182,T302,G,1219P,K,F,695,Union St,0,408,D1,Y,GY,2016,0,59,21-No Parking (street clean),,1130A,0100P,,,,
4851887401,K69RMF,NJ,PAS,2023-07-15T00:00:00.000,36,CP,BMW,V,0,0,0,0,,0,0,0,,,0345A,BK,,,EB CONDUIT BLVD @ GL,0,1180,B,,,2015,0,,PHTO SCHOOL ZN SPEED VIOLATION,ENMORE AVE,,,,,T,
4852374260,JME5818,NY,PAS,2023-07-17T00:00:00.000,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0447A,QN,,,EB S CONDUIT AVE @ 2,0,1180,B,,GY,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,45TH ST,,,,,T,
9065137397,KZH6968,NY,PAS,2023-07-19T00:00:00.000,38,4DSD,FORD,T,14230,40404,40404,20250313,70,70,70,370267,T302,Q,0914A,K,I,,Avenue M Lot,0,408,H1,YYYYYY,GY,2010,0,5,38-Failure to Dsplay Meter Rec,,0700A,1000P,,342821,,
4851614408,KZS5341,NY,PAS,2023-07-13T00:00:00.000,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0253P,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,GY,2006,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
9066362443,LCV1081,NY,999,2023-07-20T00:00:00.000,71,4DSD,CHRYS,T,41720,11625,77850,88888888,45,45,45,364848,T201,Y,0958A,BX,O,1912,Hutchinson River Pky,0,408,J6,YYYYYYY,BLACK,0,0,8,71-Insp. Sticker Missing (NYS,,,,,,,
4853868987,HXR8401,NY,PAS,2023-07-22T00:00:00.000,36,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,1014A,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,GY,2017,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
4851617756,KMX7766,NY,PAS,2023-07-13T00:00:00.000,36,SUBN,PORSC,V,0,0,0,0,,0,0,0,,,0314P,QN,,,EB 53RD AVE @ 192ND,0,1180,B,,BL,2022,0,,PHTO SCHOOL ZN SPEED VIOLATION,ST,,,,,T,
9067269244,LBT4497,NY,PAS,2023-07-20T00:00:00.000,46,SUBN,CHEVR,T,6030,5280,5430,20250418,78,78,78,346022,T302,R,1057A,K,F,211,9th St,0,408,F1,YYYYYYY,WH,0,0,,46A-Double Parking (Non-COM),,,,,,,
4851901549,JFY4574,NY,PAS,2023-07-15T00:00:00.000,36,SUBN,MAZDA,V,0,0,0,0,,0,0,0,,,0645A,QN,,,NB VAN DAM ST @ 48TH,0,1180,B,,GY,2019,0,,PHTO SCHOOL ZN SPEED VIOLATION,AVE,,,,,T,
9060899544,JKW6529,NY,PAS,2023-07-24T00:00:00.000,14,SUBN,JEEP,T,18530,25390,27790,20230729,19,19,19,357735,T103,Q,0206P,NY,F,61,E 77th St,0,408,C,YYYYYYY,GY,2022,0,21,14-No Standing,,,,,,,
9068405196,KKM1513,NY,PAS,2023-07-20T00:00:00.000,37,SUBN,BMW,T,17140,8590,8790,20250217,115,115,115,369600,T401,Q,1133A,Q,F,3564,84th St,0,408,H1,YYYYYY,GY,2021,0,,37-Expired Parking Meter,,0900A,0700P,,466123,,1125A
9064296042,KLL3884,NY,PAS,2023-07-01T00:00:00.000,38,4DSD,TOYOT,T,77730,68930,31830,20250609,84,84,84,358153,T301,L,0231P,K,F,122,Smith St,0,408,H1,YYYYYY,BL,2005,0,,38-Failure to Dsplay Meter Rec,,1000A,0700P,,304248,,
9067740949,HPY2744,NY,PAS,2023-07-18T00:00:00.000,21,SUBN,BMW,T,54130,23230,23930,20230514,83,83,83,371239,T301,G,0810A,K,O,1145,Lafayette Ave,0,408,D1,Y  Y,BK,2017,0,11,21-No Parking (street clean),,0800A,0930A,,,,
9065294636,KBU2308,NY,OMS,2023-07-17T00:00:00.000,14,SUBN,KIA,T,15010,0,0,20230930,7,7,7,358600,T105,N,0155P,NY,I,E,Cherry St,0,408,C,YYYYYYY,RD,2022,0,,14-No Standing,20ft N/of Jackson St,,,,,,
4848404058,LCV9318,NY,OMS,2023-06-24T00:00:00.000,36,SUBN,CHRYS,V,0,0,0,0,,0,0,0,,,1134P,BK,,,NB RALPH AVE @ BERGE,0,1180,B,,GY,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,N AVE,,,,,T,
4853235061,KBB1964,NY,OMS,2023-07-22T00:00:00.000,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0712A,BX,,,NB GRAND CONCOURSE @,0,1180,B,,BK,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,E 188TH ST,,,,,T,
4853766510,LCG7732,NY,PAS,2023-07-23T00:00:00.000,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0705A,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,GR,2010,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
2012776036,KEU8545,NY,PAS,2023-07-05T00:00:00.000,20,SUBN,BMW,S,78550,26490,74120,20240821,44,44,0,533308,BX04,,0547A,Bronx,F,923,WOODYCREST AVENUE,0,408,d,,WH,2017,0,,No Parking,,,,,,,00000
4852399918,KPP7385,NY,PAS,2023-07-17T00:00:00.000,36,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,1150A,BX,,,NB UNIONPORT RD @ GU,0,1180,B,,GY,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,ERLAIN ST,,,,,T,
9067972990,GWU5770,NY,PAS,2023-07-18T00:00:00.000,21,SUBN,TOYOT,T,25930,83730,19830,20250225,73,73,73,361069,T301,E,0917A,K,F,199,Chester St,0,408,D1,Y  Y,WH,2012,0,,21-No Parking (street clean),,0900A,1030A,,,,
4851622211,GYH5864,NY,PAS,2023-07-13T00:00:00.000,36,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0344P,QN,,,NB FRANCIS LEWIS BLV,0,1180,B,,WH,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,D @ 25TH DR,,,,,T,
4853721812,GCH8936,NY,PAS,2023-07-22T00:00:00.000,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0304P,QN,,,NB BROOKVILLE BLVD @,0,1180,B,,GY,2006,0,,PHTO SCHOOL ZN SPEED VIOLATION,128TH AVE,,,,,T,
4853193807,KSK7523,NY,OMS,2023-07-21T00:00:00.000,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0421P,QN,,,EB ROCKAWAY BEACH BL,0,1180,B,,BK,2022,0,,PHTO SCHOOL ZN SPEED VIOLATION,VD @ WHITE SANDS WAY,,,,,T,
4031135634,KUY3577,NY,PAS,2023-07-12T00:00:00.000,5,SUBN,INFIN,V,0,0,0,0,,0,0,0,,,0726A,BK,,,EB FULTON ST @ ST FE,0,1111,C,,GY,2019,0,,BUS LANE VIOLATION,LIX ST,,,,,T,
4853014949,LBT7305,NY,PAS,2023-07-20T00:00:00.000,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0340P,QN,,,NB COLLEGE POINT BLV,0,1180,B,,BK,2020,0,,PHTO SCHOOL ZN SPEED VIOLATION,D @ 39TH AVE,,,,,T,
9061224380,KXL6406,NY,PAS,2023-07-22T00:00:00.000,46,SUBN,JEEP,T,9720,65320,68920,20240525,41,41,41,373205,T201,Q,1141A,BX,F,1034,Avenue Saint John,0,408,F1,YYYYYYY,BK,2019,0,1,46A-Double Parking (Non-COM),,,,,,,
4849402549,JWL6733,OH,PAS,2023-07-02T00:00:00.000,36,SW,CADIL,V,0,0,0,0,,0,0,0,,,0911P,QN,,,EB HORACE HARDING EX,0,1180,B,,BLUE,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,PRESSWAY @ PECK AVE,,,,,T,
9068775418,KTL1525,PA,PAS,2023-07-18T00:00:00.000,40,4DSD,CHEVR,T,7490,8990,9140,20238888,114,114,114,371159,T401,P,1109A,Q,F,38-21,27th St,0,408,E2,YYYYYYY,BLACK,0,6,,40-Fire Hydrant,,,,,,,
4853253701,LDM1321,NY,PAS,2023-07-22T00:00:00.000,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,1008A,ST,,,SB DECKER AVE @ SMIT,0,1180,B,,GY,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,H PL,,,,,T,
4849535630,JLU6724,NY,PAS,2023-07-05T00:00:00.000,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0645A,BK,,,EB ATLANTIC AVE @ HI,0,1180,B,,GY,2020,0,,PHTO SCHOOL ZN SPEED VIOLATION,NSDALE ST,,,,,T,
4848488060,LZM2606,PA,PAS,2023-06-26T00:00:00.000,36,SDN,HONDA,V,0,0,0,0,,0,0,0,,,1118A,BK,,,EB FLATLANDS AVE @ E,0,1180,B,,,2022,0,,PHTO SCHOOL ZN SPEED VIOLATION,58TH ST,,,,,T,
9064236987,KKB3110,NY,PAS,2023-07-05T00:00:00.000,40,4DSD,NISSA,T,11090,51890,35780,20250129,110,110,110,356236,T401,L,0728A,Q,F,88-19,53rd Ave,0,408,E2,YYYYYYY,WH,2019,0,,40-Fire Hydrant,,,,,,,
4852665497,GHS7117,NY,PAS,2023-07-19T00:00:00.000,36,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,1010A,QN,,,EB ROCKAWAY FWY @ B,0,1180,B,,GY,2016,0,,PHTO SCHOOL ZN SPEED VIOLATION,108TH ST,,,,,T,
4853217988,KHF4400,NY,PAS,2023-07-22T00:00:00.000,36,SEDN,DODGE,V,0,0,0,0,,0,0,0,,,0151A,QN,,,NB BROOKVILLE BLVD @,0,1180,B,,WH,2020,0,,PHTO SCHOOL ZN SPEED VIOLATION,128TH AVE,,,,,T,
9062436365,KRA1704,NY,PAS,2023-07-05T00:00:00.000,71,SUBN,AUDI,T,8290,23290,23240,20250713,109,109,109,355216,T401,YA,0111P,Q,F,150-16,33rd Ave,0,408,J6,YYYYYYY,WH,2021,0,1,71-Insp. Sticker Missing (NYS,,,,,,,
4851600148,LAA2670,NY,PAS,2023-07-13T00:00:00.000,36,SUBN,VOLVO,V,0,0,0,0,,0,0,0,,,0120P,BK,,,SB FURMAN ST @ MONTA,0,1180,B,,WH,2019,0,,PHTO SCHOOL ZN SPEED VIOLATION,GUE ST,,,,,T,
4848852160,GBL5683,NY,PAS,2023-06-30T00:00:00.000,36,SUBN,HYUND,V,0,0,0,0,,0,0,0,,,0746A,ST,,,NB FATHER CAPODANNO,0,1180,B,,BL,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,BLVD @ SAND LN,,,,,T,
4853013556,GWU4814,NY,PAS,2023-07-20T00:00:00.000,36,SUBN,CHRYS,V,0,0,0,0,,0,0,0,,,0327P,BK,,,WB N. CONDUIT BLVD @,0,1180,B,,BK,2014,0,,PHTO SCHOOL ZN SPEED VIOLATION,76TH ST,,,,,T,
9061854325,LAA7327,NY,PAS,2023-07-17T00:00:00.000,31,SUBN,BUICK,T,52390,9540,29290,20250208,109,109,109,369600,T401,Q,1038A,Q,O,41-41,Kissena Blvd,0,408,L3,YYYYYY,WH,2012,0,,31-No Stand (Com. Mtr. Zone),,0700A,1200A,,,,
4854030501,HXR3403,NY,PAS,2023-07-26T00:00:00.000,36,PICK,CHEVR,V,0,0,0,0,,0,0,0,,,0938A,BK,,,WB SHORE PKWY @ BROW,0,1180,B,,GY,2008,0,,PHTO SCHOOL ZN SPEED VIOLATION,N ST,,,,,T,
4848428063,HFT5869,NY,PAS,2023-06-25T00:00:00.000,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0938A,BK,,,NB GERRITSEN AVE @ J,0,1180,B,,BK,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,IMMY QUINN WAY,,,,,T,
4853138912,KHL1201,NY,PAS,2023-07-17T00:00:00.000,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0518P,BK,,,WB ATLANTIC AVE @ PI,0,1180,B,,BK,2018,0,,PHTO SCHOOL ZN SPEED VIOLATION,NE ST,,,,,T,
4853681929,HZY4155,NY,PAS,2023-07-22T00:00:00.000,36,PICK,DODGE,V,0,0,0,0,,0,0,0,,,0655A,QN,,,WB GRAND CENTRAL PKW,0,1180,B,,WH,2002,0,,PHTO SCHOOL ZN SPEED VIOLATION,Y @ CHEVY CHASE ST,,,,,T,
2012977420,LYK5026,PA,PAS,2023-07-25T00:00:00.000,21,4DSD,NISSA,S,38030,55330,93130,0,67,67,0,667987,KN17,,1219P,Kings,F,359,EAST 95 STREET,0,408,d1,Y  Y,GY,0,0,,No Parking Street Cleaning,,1130A,0100P,,,,00000
4849306846,HGZ7517,NY,PAS,2023-06-29T00:00:00.000,36,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,0915P,QN,,,SB COMMONWEALTH BLVD,0,1180,B,,BL,2022,0,,PHTO SCHOOL ZN SPEED VIOLATION,@ 246TH ST,,,,,T,
1492960925,LCX7508,NY,PAS,2023-07-13T00:00:00.000,98,SUBN,CHEVR,P,24790,50290,13540,20230730,107,107,107,965870,0107,0000,0148A,,F,61-19,173 ST,0,408,F2,BBBBBBB,B,2021,0,,,,ALL,ALL,0,-,,
4852100639,KUU8765,NY,PAS,2023-07-16T00:00:00.000,36,PICK,FORD,V,0,0,0,0,,0,0,0,,,0643A,BK,,,EB 86TH ST @ BAY 14T,0,1180,B,,BK,2010,0,,PHTO SCHOOL ZN SPEED VIOLATION,H ST,,,,,T,
9066207863,JJT2690,NY,PAS,2023-07-16T00:00:00.000,71,PICK,RAM,T,31530,67030,58730,20240405,79,79,79,373734,T301,F,0715A,K,O,656,De Kalb Ave,0,408,J6,YYYYYYY,GY,2013,0,9,71A-Insp Sticker Expired (NYS),,,,,,,
4848802192,KZN3800,NY,PAS,2023-06-29T00:00:00.000,36,4DSD,TOYOT,V,0,13655,0,0,,0,0,0,,,0648P,QN,,,SB FARRINGTON ST @ 3,0,1180,B,,BK,2007,0,,PHTO SCHOOL ZN SPEED VIOLATION,1ST DR,,,,,T,
2013164026,LVF6802,PA,PAS,2023-07-25T00:00:00.000,21,4DSD,HONDA,S,77350,40404,40404,0,41,41,0,0,BX02,,0349A,Bronx,O,4069,WHITTIER STREET,0,408,d1,Y  Y,RD,0,0,,No Parking Street Cleaning,,0300A,0600A,,,,00000
4849479005,JSE3011,NY,PAS,2023-07-04T00:00:00.000,36,4DSD,ACURA,V,0,0,0,0,,0,0,0,,,0245P,BX,,,EB CROSS BRONX EXPWY,0,1180,B,,GY,2017,0,,PHTO SCHOOL ZN SPEED VIOLATION,EXT. @ LAFAYETTE AV,,,,,T,
4848789710,KVR8651,NY,PAS,2023-06-29T00:00:00.000,36,4DSD,KIA,V,0,0,0,0,,0,0,0,,,0451P,BK,,,WB NEPTUNE AVE @ W 1,0,1180,B,,GY,2018,0,,PHTO SCHOOL ZN SPEED VIOLATION,2TH ST,,,,,T,
4852284611,KNM9312,NY,PAS,2023-07-15T00:00:00.000,36,4DSD,CHEVR,V,0,0,0,0,,0,0,0,,,0451P,BK,,,EB ATLANTIC AVE @ PI,0,1180,B,,BL,2012,0,,PHTO SCHOOL ZN SPEED VIOLATION,NE ST,,,,,T,
9068000380,LCK8373,NY,PAS,2023-07-17T00:00:00.000,14,SUBN,JEEP,T,68090,40404,40404,20230819,106,106,106,355156,T402,N,0643A,Q,F,10526,Woodhaven Blvd,0,408,C,YYYYYYY,BLUE,2021,0,,14-No Standing,,,,,,,
9061782612,KMM2603,NY,PAS,2023-07-19T00:00:00.000,70,4DSD,NISSA,T,51930,58330,59640,88888888,94,94,94,373712,T301,A,0213P,K,F,153,India St,0,408,J3,YYYYYYY,SILVE,0,0,,70-Reg. Sticker Missing (NYS),,,,,,,
1489413297,HNY9370,NY,PAS,2023-01-09T00:00:00.000,98,VAN,TOYOT,P,7080,19030,15780,20230709,62,62,62,970360,0062,0000,0936A,,F,8739,20 AVE,0,408,C,BBBBBBB,BL,2015,0,,,,ALL,ALL,0,-,,
4851797059,KXM1129,NY,PAS,2023-07-14T00:00:00.000,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1236P,BX,,,NB GRAND CONCOURSE @,0,1180,B,,BL,2007,0,,PHTO SCHOOL ZN SPEED VIOLATION,E 188TH ST,,,,,T,
4852351375,LAU3269,NY,PAS,2023-07-16T00:00:00.000,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0455P,BX,,,WB SEDGWICK AVE @ SA,0,1180,B,,BK,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,XON AVE,,,,,T,
4854058171,GCU6584,NY,PAS,2023-07-26T00:00:00.000,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0429P,QN,,,WB UNION TRPK @ 213T,0,1180,B,,BL,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,H ST,,,,,T,
4031143436,LYN2102,PA,PAS,2023-07-12T00:00:00.000,5,SDN,HONDA,V,0,0,0,0,,0,0,0,,,0426P,BX,,,EB E 161ST ST @ GERA,0,1111,C,,,2017,0,,BUS LANE VIOLATION,RD AVE,,,,,T,
9063359366,HXR2127,NY,PAS,2023-07-15T00:00:00.000,38,4DSD,BUICK,T,35150,14510,15710,20240408,20,20,20,362564,T103,EE,1003A,NY,F,76,W 69th St,0,408,H1,YYYYYY,WH,2015,0,18,38-Failure to Dsplay Meter Rec,,0900A,0700P,,113999,,
4853526456,LCD2202,NY,PAS,2023-07-22T00:00:00.000,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0405P,BK,,,SB CROPSEY AVE @ HAR,0,1180,B,,BL,2019,0,,PHTO SCHOOL ZN SPEED VIOLATION,T PL,,,,,T,
4031170350,KKJ9319,NY,PAS,2023-07-14T00:00:00.000,5,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1118A,BK,,,NB UTICA AVE @ CHURC,0,1111,C,,WH,2016,0,,BUS LANE VIOLATION,H AVE,,,,,T,
4848774160,JPV6600,NY,PAS,2023-06-29T00:00:00.000,36,4DSD,TESLA,V,0,0,0,0,,0,0,0,,,0225P,BK,,,SB SHORE RD @ 97TH S,0,1180,B,,GY,2020,0,,PHTO SCHOOL ZN SPEED VIOLATION,T,,,,,T,
4851830919,KVN6868,NY,PAS,2023-07-14T00:00:00.000,36,SUBN,RAM,V,0,0,0,0,,0,0,0,,,0424P,QN,,,NB CROSS BAY BLVD @,0,1180,B,,GY,2022,0,,PHTO SCHOOL ZN SPEED VIOLATION,159TH AVE,,,,,T,
4851783589,JNK1606,NY,PAS,2023-07-14T00:00:00.000,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,1054A,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,GRWH,2006,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
9067269797,KXB6677,NY,PAS,2023-07-21T00:00:00.000,14,SUBN,NISSA,T,91330,0,0,20240515,60,60,60,346022,T302,R,0933A,K,I,S,W 19th St,0,408,C,YYYYYYY,GY,2022,0,,14-No Standing,40ft E/of Surf Ave,,,,,,
9063129968,HCL2924,NY,PAS,2023-07-20T00:00:00.000,38,SUBN,TOYOT,T,32930,34880,34930,20240203,66,66,66,374629,T302,Q,0340P,K,F,203,Ditmas Ave,0,408,H1,YYYYYY,GY,2018,0,40,38-Failure to Dsplay Meter Rec,,0830A,0700P,,304255,,
4031078389,GUR4342,NY,PAS,2023-07-07T00:00:00.000,5,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0424P,MN,,,WB W 181ST ST @ AUDU,0,1111,C,,RD,2015,0,,BUS LANE VIOLATION,BON AVE,,,,,T,
4852967404,HFK9748,NY,PAS,2023-07-20T00:00:00.000,36,4DSD,AUDI,V,0,0,0,0,,0,0,0,,,0914A,BK,,,WB SHORE PKWY @ KNAP,0,1180,B,,GY,2019,0,,PHTO SCHOOL ZN SPEED VIOLATION,P ST,,,,,T,
5128600099,KEN3012,NY,PAS,2023-07-01T00:00:00.000,7,4DSD,VOLKS,V,0,0,0,0,,0,0,0,,,1100P,QN,,,HOYT AVE (S/B) @ 31S,0,1111,D,,BK,2016,0,,FAILURE TO STOP AT RED LIGHT,T ST,,,,,T,
5128800258,HFD2524,NY,PAS,2023-07-10T00:00:00.000,7,CONV,DATSU,V,0,0,0,0,,0,0,0,,,0550P,BK,,,OCEAN PKWY (N/B) @ A,0,1111,D,,RD,2069,0,,FAILURE TO STOP AT RED LIGHT,VE W,,,,,T,
4852048733,HCM2660,NY,PAS,2023-07-15T00:00:00.000,36,PICK,FORD,V,0,0,0,0,,0,0,0,,,0255P,BX,,,EB ALLERTON AVE @ MI,0,1180,B,,WH,2015,0,,PHTO SCHOOL ZN SPEED VIOLATION,CKLE AVE,,,,,T,
9061238389,KGZ6950,NY,PAS,2023-07-21T00:00:00.000,40,SUBN,ALFAR,T,48620,31420,78045,20250307,45,45,45,367406,T201,P,0220P,BX,O,2825,Maitland Ave,0,408,E2,YYYYYYY,GY,2018,0,7,40-Fire Hydrant,,,,,,,
4853749834,HHJ2906,NY,PAS,2023-07-22T00:00:00.000,36,4DSD,AUDI,V,0,0,0,0,,0,0,0,,,0749P,ST,,,SB MAGUIRE AVE @ SAG,0,1180,B,,WH,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,ONA CT,,,,,T,
4851695883,JEY5468,NY,PAS,2023-07-13T00:00:00.000,36,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,0254P,QN,,,EB HORACE HARDING EX,0,1180,B,,WH,2018,0,,PHTO SCHOOL ZN SPEED VIOLATION,PWY @ 210TH ST,,,,,T,
4852899472,JBN7626,NY,PAS,2023-07-19T00:00:00.000,36,PICK,RAM,V,0,0,0,0,,0,0,0,,,0353P,BK,,,EB FLUSHING AVE @ WA,0,1180,B,,BK,2013,0,,PHTO SCHOOL ZN SPEED VIOLATION,VERLY AVE,,,,,T,
9062239286,L19FKC,NJ,PAS,2023-07-18T00:00:00.000,20,SUBN,JEEP,T,17070,12110,12210,88888888,9,9,9,373285,T102,J,0807A,NY,O,193,E 4th St,0,408,D,YYYYY,SILVE,0,0,19,20A-No Parking (Non-COM),,0800A,0600P,,,,
9061434348,JGB7637,NY,PAS,2023-07-18T00:00:00.000,21,SUBN,INFIN,T,35190,14510,15710,20250130,20,20,20,359608,T103,O,0910A,NY,F,40,W 71st St,0,408,D1,Y  Y,BK,2017,0,32,21-No Parking (street clean),,0900A,1030A,,,,
8886231246,KTC9842,NY,PAS,2023-07-17T00:00:00.000,71,SUBN,BMW,T,68590,40404,40404,20240104,103,103,103,376187,T402,R,0354P,Q,O,107-47,Yates Rd,0,408,J6,YYYYYYY,BK,2016,0,,71A-Insp Sticker Expired (NYS),,,,,,,
4851821451,KZD1817,NY,PAS,2023-07-14T00:00:00.000,36,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0317P,QN,,,EB HORACE HARDING EX,0,1180,B,,WH,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,PRESSWAY @ PECK AVE,,,,,T,
9017553807,JHYC52,FL,PAS,2023-07-17T00:00:00.000,38,4DSD,TOYOT,T,8690,8390,8540,20240388,114,114,114,357759,T401,U,1202P,Q,F,33-12,36th Ave,0,408,H1,YYYYYY,GREY,0,0,27,38-Failure to Dsplay Meter Rec,,0800A,0700P,,426773,,
4848776284,LBB7438,NY,PAS,2023-06-29T00:00:00.000,36,PICK,FORD,V,0,0,0,0,,0,0,0,,,0244P,BK,,,WB OLD FULTON ST @ H,0,1180,B,,GY,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,ENRY ST,,,,,T,
4031080451,KWN4760,NY,PAS,2023-07-07T00:00:00.000,5,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0540P,BK,,,SB NOSTRAND AVE @ TI,0,1111,C,,GY,2013,0,,BUS LANE VIOLATION,LDEN AVE,,,,,T,
4851976252,LBK3670,NY,PAS,2023-07-13T00:00:00.000,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0843A,ST,,,NB HART BLVD @ GREGG,0,1180,B,,GY,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,PL,,,,,T,
4852997366,HVC2354,NY,PAS,2023-07-20T00:00:00.000,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0120P,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,GY,2015,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
9065378005,KUR2801,NY,PAS,2023-07-25T00:00:00.000,40,4DSD,KIA,T,48330,76430,70330,20240113,75,75,75,346204,T301,D,0711A,K,F,525,Hegeman Ave,0,408,E2,YYYYYYY,MR,2010,0,,40-Fire Hydrant,,,,,,,
